YTD: 01/01/2020 - 31/12/2020,,"NEW MOPEDS/MOTORCYLES OVER 50CC BY MAKE, YEAR TO DATE",,,,,,,,,,,,,
MAKE,MODEL,SUBMOD,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,YTD
APRILIA,CAPONORD,1200 ABS,,,,,,1,,,,,,,1
APRILIA,DORSODURO,9.00E+06,,,,,,1,,,,1,1,1,4
APRILIA,ETX,150,,,1,,1,,1,,,1,2,3,9
APRILIA,MOJITO,125,,,,,,,,,,,1,,1
APRILIA,RSV1000,R TUONO FACTORY,,,,,,1,,,,,,,1
APRILIA,RSV4,RF,1,,,,,,,,1,,,,2
APRILIA,RSV4,RR,1,,,,,,,,2,,,,3
APRILIA,RSV4 1100,RF,,1,,,1,,1,2,1,1,,,7
APRILIA,RX,125,,,1,,,,,,,,,,1
APRILIA,SHIVER,9.00E+06,,,,,,,,,1,,1,1,3
APRILIA,SR,MOTARD 125,,2,1,,1,,,,,1,,,5
APRILIA,STX,150,,1,,,,,,1,2,,,1,5
APRILIA,TUONO,V4 FACTORY,,,,,,,,,,4,1,3,8
APRILIA,TUONO,V4 FACTORY SAS,1,2,3,1,4,,,,2,,1,,14
APRILIA,TUONO,V4 RR,1,1,,,2,1,,1,,1,,2,9
BENELLI,502C,,3,,,,,,,,3,5,1,1,13
BENELLI,LEONCINO,,2,1,1,,,,2,2,1,4,,2,15
BENELLI,TNT,125,,,,,,,,,,,,1,1
BENELLI,TNT,135,,,,,,1,1,,1,1,1,,5
BENELLI,TRK,502,2,1,,,,,1,,1,,2,1,8
BENELLI,TRK,502 X,,,,,1,1,,,,1,2,,5
BETA,RR300,2T,,,,,,,,,,1,1,,2
BETA,RR390,,,,,,,,,1,,,,,1
BETA,RR390,4T,,,,,,1,,,2,,,,3
BETA,RR430,,,,,,,,,,1,,,,1
BETA,RR480,4T,,,1,,1,,,1,1,1,,,5
BETA,XTRAINER,,,,,,,,,,1,,,,1
BETA,XTRAINER,300 2T,,,,,,,,,,2,1,,3
BIMOTA,YB11,,,,,,,,2,,,2,,,4
BMW,C400,GT,,,,,,,2,,,,,,2
BMW,C400,X,,,,,,2,,,,,,,2
BMW,C650,GT,1,,,,,,,,,,,,1
BMW,F750,GS,1,1,1,,2,,,1,1,1,2,3,13
BMW,F800,R,,,,,,1,1,,,,,,2
BMW,F850,GS,2,3,1,,1,,,2,,1,2,,12
BMW,F850,GS ADVENTURE,,,,,,1,,,,,1,,2
BMW,F900,R,,,,,,,,,1,,,1,2
BMW,F900,XR,,,,,1,1,,,2,3,2,,9
BMW,G310,GS,2,2,1,,2,2,1,1,1,2,4,2,20
BMW,G310,R,4,5,2,,1,1,2,4,7,5,1,3,35
BMW,K1600,B,1,,,,,,1,,1,,,,3
BMW,K1600,GT,1,,,,,,,,,,,,1
BMW,R NINET,,2,,,1,,1,,,,,,1,5
BMW,R NINET,PURE,1,,1,,3,,1,1,1,,1,1,10
BMW,R NINET,RACER,,2,,,,,,,,,,,2
BMW,R NINET,SCRAMBLER,1,,,,,1,,,,,,,2
BMW,R NINET,URBAN GS,,,1,,,,1,1,1,,,,4
BMW,R1200,GS ADVENTURE,,,1,,,,1,,,,,1,3
BMW,R1200,GSA,1,,,,,,,,,,,,1
BMW,R1200,R,,,1,,,,,,,,,,1
BMW,R1200,RS,,,2,,,,,,,,,,2
BMW,R1200,RT,,,1,,,,,,,,,,1
BMW,R1250,GS,12,4,4,,2,1,4,3,1,6,6,1,44
BMW,R1250,GS ADVENTURE,1,4,,,1,3,2,1,2,2,3,1,20
BMW,R1250,R,2,2,,,,2,1,,1,2,,,10
BMW,R1250,RS,1,,2,1,1,1,1,,2,1,2,1,13
BMW,R1250,RT,,1,1,,,1,1,1,1,2,,,8
BMW,R18,K34,,,,,,,,,,,2,1,3
BMW,S1000,R,1,,,1,,,,,1,,2,1,6
BMW,S1000,RR,1,1,1,,1,1,1,1,4,2,2,,15
BMW,S1000,XR,,1,,,,,2,,2,2,1,,8
CFMOTO,250NK,,,1,,,,,1,,,,,1,3
CFMOTO,650,MT,,1,,,,,,,,,,,1
CFMOTO,650,NK,1,,,,,,,,,,,,1
CFMOTO,650,NK ABS,,,,,1,,,,,,,,1
CFMOTO,650,NK CF650-7,,1,,,,,,,,,,,1
CFMOTO,650,NZK ABS,,1,,,,,,,,,,,1
CFMOTO,650NK,,,,,,,,,,,,1,1,2
DUCATI,DIAVEL,DIAVEL 1260,2,2,,,,,2,,4,1,1,1,13
DUCATI,DIAVEL,DIAVEL 1260 S,,2,,,,,,1,2,1,2,,8
DUCATI,HYPERMOTARD,939,1,,1,,,,,,,,,,2
DUCATI,HYPERMOTARD,HYPERMOTARD 950,,,,,,1,1,,,,,1,3
DUCATI,HYPERMOTARD,HYPERMOTARD 950 SP,1,,,,,,,,1,1,2,,5
DUCATI,MONSTER,1200,,,,,1,,,,,,,,1
DUCATI,MONSTER,1200 R,,,,,,1,,,,,,,1
DUCATI,MONSTER,1200 S,,,,,,,,,1,,,,1
DUCATI,MONSTER,797,,,,,,,,,1,,,,1
DUCATI,MONSTER,821,,,1,,1,,,1,1,2,1,,7
DUCATI,MONSTER,M 659,3,,4,,2,3,6,6,3,2,3,3,35
DUCATI,MULTISTRADA,1260 S GRAND TOUR,,,,,,,,,,,1,,1
DUCATI,MULTISTRADA,MTS 1200 S,,,,,,,,1,,,,,1
DUCATI,MULTISTRADA,MTS 1260,,,,,,,,,2,1,1,1,5
DUCATI,MULTISTRADA,MTS 1260 ENDURO,,,,,,,,,,,,1,1
DUCATI,MULTISTRADA,MTS 1260 PIKES PEAK,1,,,,,1,,,2,,,,4
DUCATI,MULTISTRADA,MTS 1260 S,2,1,,,1,,1,,,1,,1,7
DUCATI,MULTISTRADA,MTS 950,3,3,2,,,,4,,,,,,12
DUCATI,MULTISTRADA,MTS 950S,1,,,,,1,,,1,,2,1,6
DUCATI,SCRAMBLER,1100,1,3,,,,1,3,,,,1,1,10
DUCATI,SCRAMBLER,1100 SPORT PRO,,,,,,,,,,,1,,1
DUCATI,SCRAMBLER,400,,1,1,,,,,,,,,,2
DUCATI,SCRAMBLER,800,,1,1,,,,,,,1,,,3
DUCATI,SCRAMBLER,DESERT SLED,,,,,,,,2,,1,,,3
DUCATI,SCRAMBLER,FULL THROTTLE,,,,,,,1,,,,,,1
DUCATI,SCRAMBLER,SCRAMBLER DS,1,,,,,1,,,,,,,2
DUCATI,SCRAMBLER,SCRAMBLER ICON,,,1,,,1,,1,,,,,3
DUCATI,STREETFIGHTER,V4,,,,,,,,,3,2,1,1,7
DUCATI,STREETFIGHTER,V4S,,,,,,,,,1,,6,1,8
DUCATI,SUPERBIKE,959 PANIGALE,,,,,,1,,1,,,,,2
DUCATI,SUPERBIKE,PANIGALE V2,,,,,1,,,2,2,1,4,1,11
DUCATI,SUPERBIKE,PANIGALE V4,,1,1,,,1,,,,3,,,6
DUCATI,SUPERBIKE,PANIGALE V4 S,,,,,1,,1,,2,1,2,,7
DUCATI,SUPERBIKE,PANV425A916,1,1,,,,,,,,,,,2
DUCATI,SUPERSPORT,,1,,,,1,1,,,1,,,,4
DUCATI,SUPERSPORT S,,,,1,,,,,,3,1,2,,7
DUCATI,XDIAVEL,,1,,1,,,1,,,,,,,3
FACTORY BUILT,CFMOTO,CF650NK,,,,,,,1,,,,,,1
FACTORY BUILT,DRACONIC,MANTIS 250SS,,,,,,1,,,,,,,1
FACTORY BUILT,FOSTI,FT125-10F,1,,,,,,,,,,,,1
FACTORY BUILT,JIAJUE,HIMALAYA 250 S,2,,,,,,,,,,,,2
FACTORY BUILT,JIAJUE,QUATUM 250 R,1,,,,,,,,,,,,1
FACTORY BUILT,PANTHER,TERMINATOR,,,,,,,,,,,1,,1
FACTORY BUILT,YIBEN,YB150T,,,1,,,,,,,,,,1
GAS GAS,EC300,,,,,,,,,,1,,,,1
HAOJUE,DA135,S,2,,,,1,,,,,,,,3
HAOJUE,HJ125,10E,,,3,,,,,,,,,,3
HARLEY DAVIDSON,CVO,19 STREET GLIDE,,,,,1,1,,,1,,,,3
HARLEY DAVIDSON,CVO,19 ULTRA LIMITED,,,,,,,1,,,,,,1
HARLEY DAVIDSON,CVO,20 CVO ROAD GLIDE,,,,,1,,,1,,1,,,3
HARLEY DAVIDSON,CVO,20 CVO STREET GLIDE,2,1,1,,1,1,1,,2,1,1,,11
HARLEY DAVIDSON,CVO,20 CVO TRI GLIDE,1,1,,,,,,,,,,,2
HARLEY DAVIDSON,CVO,20 CVO ULTRA LIMITED,3,,1,1,,,,1,,,,3,9
HARLEY DAVIDSON,SOFTAIL,18 DELUXE,,,1,,,,,,,,,,1
HARLEY DAVIDSON,SOFTAIL,18 FAT BOY S,1,,,,,,1,,,,,,2
HARLEY DAVIDSON,SOFTAIL,18 HERITAGE CL S,1,,,,,,,,,,,,1
HARLEY DAVIDSON,SOFTAIL,19 BREAKOUT S,,2,,,1,2,,,1,,,,6
HARLEY DAVIDSON,SOFTAIL,19 DELUXE,1,,,,,,,2,,,1,,4
HARLEY DAVIDSON,SOFTAIL,19 FAT BOB,,,,,,,,,,1,,,1
HARLEY DAVIDSON,SOFTAIL,19 FAT BOB S,1,,,,1,1,,1,,,,,4
HARLEY DAVIDSON,SOFTAIL,19 FAT BOY,1,,,,,1,,,,,,,2
HARLEY DAVIDSON,SOFTAIL,19 FAT BOY S,2,,,,1,,,,,,1,,4
HARLEY DAVIDSON,SOFTAIL,19 FXDR 114,,1,1,1,1,,1,1,1,,,,7
HARLEY DAVIDSON,SOFTAIL,19 HERITAGE CL S,1,1,,,1,3,,1,,,1,,8
HARLEY DAVIDSON,SOFTAIL,19 LOW RIDER,3,1,1,,,2,1,,,,,,8
HARLEY DAVIDSON,SOFTAIL,19 SLIM,,,3,,,2,2,1,,1,1,,10
HARLEY DAVIDSON,SOFTAIL,19 SPORT GLIDE,1,,,,,,,,,,,,1
HARLEY DAVIDSON,SOFTAIL,19 STREET BOB,2,,1,,,,,,,,,,3
HARLEY DAVIDSON,SOFTAIL,20 BREAKOUT 114,11,2,,,4,6,3,3,2,2,7,3,43
HARLEY DAVIDSON,SOFTAIL,20 DELUXE,,,1,,1,1,,,,,,,3
HARLEY DAVIDSON,SOFTAIL,20 FAT BOB 114,4,2,1,,2,2,2,2,3,,4,1,23
HARLEY DAVIDSON,SOFTAIL,20 FAT BOY 114,1,1,,,,1,1,3,1,3,2,2,15
HARLEY DAVIDSON,SOFTAIL,20 FAT BOY 114 ANV V,,,3,1,4,1,,,1,,3,,13
HARLEY DAVIDSON,SOFTAIL,20 FXDR 114,,3,,,3,1,3,,1,1,1,1,14
HARLEY DAVIDSON,SOFTAIL,20 HERITAGE CL 114,1,1,,,1,,,,1,1,1,1,7
HARLEY DAVIDSON,SOFTAIL,20 LOW RIDER,,,,,2,2,1,,1,2,,1,9
HARLEY DAVIDSON,SOFTAIL,20 LOW RIDER S,17,13,7,2,6,4,4,10,7,9,7,3,89
HARLEY DAVIDSON,SOFTAIL,20 SLIM,,,1,,,,,,1,,1,,3
HARLEY DAVIDSON,SOFTAIL,20 SOFTAIL STANDARD,,,,,2,3,1,4,3,6,4,4,27
HARLEY DAVIDSON,SOFTAIL,20 SPORT GLIDE,9,10,7,,5,10,7,11,9,2,8,11,89
HARLEY DAVIDSON,SOFTAIL,20 STREET BOB,4,2,3,,3,4,4,1,2,3,1,1,28
HARLEY DAVIDSON,SPORTSTER,18 FORTY-EIGHT,,1,,,,,,,,,,,1
HARLEY DAVIDSON,SPORTSTER,19 1200 CUSTOM,,,,,,1,,,,2,,,3
HARLEY DAVIDSON,SPORTSTER,19 FORTY-EIGHT,,,1,,,,,,1,,1,,3
HARLEY DAVIDSON,SPORTSTER,19 FORTY-EIGHT SP,,,1,,,1,,,,,,,2
HARLEY DAVIDSON,SPORTSTER,19 IRON 883,2,1,2,,,1,2,,1,1,,1,11
HARLEY DAVIDSON,SPORTSTER,19 SUPERLOW,1,,,,,,,,,,,,1
HARLEY DAVIDSON,SPORTSTER,20 1200 CUSTOM,2,,,,1,,,1,,,2,1,7
HARLEY DAVIDSON,SPORTSTER,20 FORTY-EIGHT,1,,,,,1,,,,1,,1,4
HARLEY DAVIDSON,SPORTSTER,20 IRON 1200,1,1,2,,,1,2,,2,,1,,10
HARLEY DAVIDSON,SPORTSTER,20 IRON 883,1,1,2,,,1,,,1,2,2,4,14
HARLEY DAVIDSON,SPORTSTER,20 SUPERLOW,,,,,1,1,,,,,,,2
HARLEY DAVIDSON,STREET,17 STREET ROD,,,1,,,,1,1,1,1,,,5
HARLEY DAVIDSON,STREET,18 STREET ROD,3,1,1,,1,,1,,2,1,,,10
HARLEY DAVIDSON,STREET,19 STREET 500,,7,2,,1,2,1,,,1,,,14
HARLEY DAVIDSON,STREET,20 STREET 500,21,17,10,,10,4,6,15,18,14,2,28,145
HARLEY DAVIDSON,TOURING,18 ROAD GLIDE S,,,,,1,,,,,,,,1
HARLEY DAVIDSON,TOURING,18 STREET GLIDE,,,1,,,,,,,,,,1
HARLEY DAVIDSON,TOURING,19 ROAD GLIDE,,,,,,1,,,,,,,1
HARLEY DAVIDSON,TOURING,19 ROAD GLIDE S,,2,,,,2,,,,1,,,5
HARLEY DAVIDSON,TOURING,19 ROAD KING,1,,,,,,,,1,,,,2
HARLEY DAVIDSON,TOURING,19 ROAD KING SPECIAL,,2,,,1,,,1,1,,,,5
HARLEY DAVIDSON,TOURING,19 STREET GLIDE,,,,,,,1,1,,,,,2
HARLEY DAVIDSON,TOURING,19 STREET GLIDE S,2,2,2,,,1,,,1,1,1,1,11
HARLEY DAVIDSON,TOURING,19 ULTRA LIMITED,,,2,,,,1,,,,,,3
HARLEY DAVIDSON,TOURING,20 ELECTRA GLIDE STD,,,,,,,,,,1,,,1
HARLEY DAVIDSON,TOURING,20 ROAD GLIDE SP,2,,3,,,3,1,3,4,2,1,,19
HARLEY DAVIDSON,TOURING,20 ROAD KING,,,,,,,,1,,,,,1
HARLEY DAVIDSON,TOURING,20 ROAD KING SPECIAL,,2,1,,1,,2,1,3,3,2,1,16
HARLEY DAVIDSON,TOURING,20 STREET GLIDE SP,3,6,1,,,4,1,1,1,,1,4,22
HARLEY DAVIDSON,TOURING,20 ULTRA LIMITED,,2,,1,1,,1,1,1,1,,1,9
HARLEY DAVIDSON,TRIKE,19 TRI GLIDE,,,,,,,,,,,1,,1
HARLEY DAVIDSON,TRIKE,20 TRI GLIDE,,,1,,,,1,,,,1,,3
HARLEY DAVIDSON,VRS,10 V-ROD MUSCLE,,,,,,1,,,,,,,1
HONDA,ADV,150,,,,,,,,,,,3,1,4
HONDA,C,110X,11,14,6,13,12,,6,6,15,11,,,94
HONDA,C,125A,3,1,,,,1,1,,,,,1,7
HONDA,CB,1000R,1,1,1,,,,,,,1,,,4
HONDA,CB,300RA,1,2,1,,1,,1,,3,2,1,2,14
HONDA,CB,500FA,2,1,,,1,,1,3,,1,,1,10
HONDA,CB,500XA,7,8,2,,1,1,2,2,8,4,10,4,49
HONDA,CB,650,3,5,,,4,1,1,1,5,5,4,5,34
HONDA,CB1000,RA,1,2,1,,1,,2,,,1,,,8
HONDA,CB1100,NA,1,,,,,,,,,,,,1
HONDA,CBR,1000S,,,,,,,,,,,1,,1
HONDA,CBR,300,1,,,,,,,,,,,,1
HONDA,CBR,500,3,2,1,1,2,,3,1,4,8,3,2,30
HONDA,CBR,500R,1,,,,,,,1,,,,,2
HONDA,CBR,600RR,,,,,,,,,1,,,,1
HONDA,CBR,650,3,3,,1,3,3,2,,11,7,5,1,39
HONDA,CBR1000,RR,,,,,,,1,,,,2,,3
HONDA,CMX,500,4,4,5,,4,6,7,8,11,12,10,17,88
HONDA,CRF,1000,1,2,,,1,2,1,,,1,1,,9
HONDA,CRF,250,3,1,2,,,1,,,3,1,2,1,14
HONDA,CRF,450,2,,1,,4,3,2,1,3,4,5,3,28
HONDA,CRF1000,A2,,,,,,,1,,,,,,1
HONDA,CRF1000,D2,,,,,,,,,,,1,,1
HONDA,CRF1100,L1 STANDARD,4,,1,,1,,,,1,,,1,8
HONDA,CRF1100,L2 ADVENTURE SPORT,5,3,1,,1,1,,,,2,1,,14
HONDA,CRF1100L4,ADVENTURE SPORT SPEC,,,,,,,1,1,,,,,2
HONDA,CRF250,,,,,,,,,,1,,,,1
HONDA,CT,125A,,,,,,,,,,,12,4,16
HONDA,DIO NSC110 SCOOTER,,,,,,,,,,,1,,,1
HONDA,GL,1800,1,1,,,,,,,,,,,2
HONDA,GLC,150SH,11,9,7,2,6,8,8,5,12,11,8,8,95
HONDA,MSX,125,3,2,,,1,5,,,,2,1,1,15
HONDA,NC,750,,1,,,,1,,1,,1,,,4
HONDA,NC,750X,1,,,,,,,,,,,,1
HONDA,NC750,,,,,,,,,,1,,,,1
HONDA,NSC,110L,2,3,2,,3,1,2,7,5,4,3,1,33
HONDA,NXR,125ES,,1,,,,,,,,,,,1
HONDA,VFR,800,,,,,,,,1,,,,,1
HONDA,VT,1300CX,1,,,,,,,,,,,,1
HONDA,WW,150,1,2,1,1,,1,,,3,2,1,1,13
HONDA,WW,150L,,,,,,1,,1,,,,,2
HONDA,XR,150L,1,,,,1,,1,3,1,,,2,9
HONDA,XR,190,2,1,2,,,1,1,4,1,2,3,1,18
HONDA,Z,125MA,3,1,3,,,4,3,6,3,2,2,2,29
HUSABERG,FE,450,,,,,,1,,,,,,,1
HUSQVARNA,250,TE,,,,,,1,,,,,,,1
HUSQVARNA,401,SVARTPILEN,2,,,,,,,1,6,5,1,1,16
HUSQVARNA,401,VITPILEN,,,1,,1,,,1,5,5,1,2,16
HUSQVARNA,701,SVARTPILEN,1,1,1,,1,1,1,1,1,,,,8
HUSQVARNA,701,VITPILEN,3,,2,1,,,,,2,2,1,1,12
HUSQVARNA,FE,250,,,,,,,,,1,,,,1
HUSQVARNA,FE,350,,,1,,,1,2,,,,2,,6
HUSQVARNA,FE,501,1,2,,,1,,1,1,1,1,,1,9
HUSQVARNA,FE,701,3,2,,,,1,,1,,,,,7
HUSQVARNA,FE,701 LR,,,,,,2,,3,1,2,2,1,11
HUSQVARNA,SM,701,,,1,,,1,,,3,2,,,7
HUSQVARNA,TE,300,,,,,2,,1,,1,1,,2,7
INDIAN,CHALLENGER,DARKHORSE,,,,,1,1,3,,,,1,2,8
INDIAN,CHALLENGER,LIMITED,4,1,2,,2,3,2,,,2,1,,17
INDIAN,CHIEF,DARK HORSE,,1,,,1,,,,,,1,,3
INDIAN,CHIEF,SPRINGFIELD,,,,,,1,,,,,,1,2
INDIAN,CHIEF,SPRINGFIELD JD,,,,,,2,,,,,,,2
INDIAN,CHIEF,VINTAGE,,,,,,1,,,,,,,1
INDIAN,CHIEFTAIN,,2,,,,,1,,1,,,,,4
INDIAN,CHIEFTAIN,DARK HORSE,1,2,,,1,2,,1,1,2,,,10
INDIAN,CHIEFTAIN,ELITE,,,,,,,,,,,2,,2
INDIAN,CHIEFTAIN,LIMITED,,,1,,1,1,,1,1,,,,5
INDIAN,FTR,1200,,,,,1,1,1,2,,1,1,2,9
INDIAN,FTR,1200 S,1,,1,,1,6,2,2,3,2,,3,21
INDIAN,FTR,1200 S RR,3,3,2,,2,3,1,2,3,5,1,2,27
INDIAN,ROADMASTER,,,2,,,1,1,,1,,2,3,1,11
INDIAN,ROADMASTER,DARK HORSE,1,,,,,1,1,1,,,,1,5
INDIAN,ROADMASTER,ELITE,,,,,,,,,,,,2,2
INDIAN,SCOUT,,5,2,2,1,3,2,2,3,5,2,5,4,36
INDIAN,SCOUT,BOBBER,1,3,1,1,3,5,4,7,2,2,1,2,32
INDIAN,SCOUT,BOBBER TWENTY,2,,,1,,1,1,,2,4,2,7,20
INDIAN,SPRINGFIELD,DARK HORSE,2,,,,,1,,1,1,,,1,6
KAWASAKI,EN,650,5,5,2,,1,6,8,7,2,2,8,3,49
KAWASAKI,ER,300A,,,,,,1,,,,,,,1
KAWASAKI,ER,400DKF,1,,2,,,3,1,2,3,4,2,,18
KAWASAKI,ER,400DLF,,,,,,3,1,1,1,,,1,7
KAWASAKI,ER,650F,,,,,2,,,,,,,,2
KAWASAKI,ER,650H LAM,1,2,2,,1,1,,2,3,3,2,,17
KAWASAKI,ER,650K LAM,,,,,,,,,2,,2,2,6
KAWASAKI,EX,400,2,1,3,1,,2,,3,2,,,,14
KAWASAKI,EX,400DKF,4,1,1,1,2,1,,,1,2,,,13
KAWASAKI,EX,400G L,1,6,3,1,,1,,2,,3,1,1,19
KAWASAKI,EX,400GLF,1,4,4,3,5,2,6,3,6,1,,1,36
KAWASAKI,EX,400GLFA,2,3,3,1,6,10,5,1,4,9,6,3,53
KAWASAKI,EX,400GMFNN,,,,,,,,,4,2,11,1,18
KAWASAKI,EX,650 LAMS,,,,,,,,2,1,2,1,2,8
KAWASAKI,EX,650F LAM,,,,,,,,,1,,,,1
KAWASAKI,EX,650K,1,,,,,,,,1,,,,2
KAWASAKI,EX,650K LAM,3,1,1,,3,4,,5,2,1,,,20
KAWASAKI,EX,650ML LAM,,,1,,2,2,3,2,1,1,4,,16
KAWASAKI,KL,650E LAMS,2,2,2,,1,2,1,5,1,3,,,19
KAWASAKI,KLE,300C,,1,,,,1,1,3,1,1,,,8
KAWASAKI,KLE,650F LAMS,,1,,,,,,1,1,,,,3
KAWASAKI,KLX,230ALF,,1,,,,,,,1,,1,,3
KAWASAKI,KLX,250S,,,,,1,,,,,,1,,2
KAWASAKI,KLX,250SKF,1,,,,1,1,,1,,,,1,5
KAWASAKI,KLZ,1000B,,1,1,,,,2,,1,1,1,,7
KAWASAKI,KLZ,1000D,,,,,,1,,,,,1,,2
KAWASAKI,KVF300,,,,,,,,,,,,1,,1
KAWASAKI,VN,900C,1,,,,,,,,1,1,,,3
