YTD: 01/01/2020 - 31/12/2020,,"NEW MOPEDS/MOTORCYLES OVER 50CC BY MAKE, YEAR TO DATE",,,,,,,,,,,,,
KAWASAKI,ZR,1000H,,1,,,,,,,,,,,1
KAWASAKI,ZR,1000J,,,,,,,,1,,1,,,2
KAWASAKI,ZR,1000K,,,2,,1,1,,1,1,,,,6
KAWASAKI,ZR,900,,,1,,,,1,,1,,,,3
KAWASAKI,ZR,900B,,,1,,,1,4,,1,,,,7
KAWASAKI,ZR,900C,2,4,1,,,2,2,1,1,,1,2,16
KAWASAKI,ZR,900F,,,2,,,1,1,,1,,,,5
KAWASAKI,ZX,,1,,,,,,,,,,,,1
KAWASAKI,ZX,1000J,1,,,,,,,,,,,,1
KAWASAKI,ZX,1000S,3,2,,,,,,,,1,,,6
KAWASAKI,ZX,1000W,,1,,,,,,,,4,1,,6
KAWASAKI,ZX,1000Z,1,,,,,,,,,,,,1
KAWASAKI,ZX,1400J,1,,,,,,,1,,,,,2
KAWASAKI,ZX,636G,2,1,,,,1,,,,,1,,5
KAWASAKI,ZX1000,SX,,,1,,3,,1,2,,,,,7
KEEWAY,CAFE RACER,152,7,1,2,,6,6,3,3,2,6,1,1,38
KTM,1090,ADVENTURE R,,,,,,,2,4,4,3,2,,15
KTM,1290,ADVENTURE R,1,,3,,3,1,,5,1,2,6,,22
KTM,1290,ADVENTURE S,1,1,,,,,1,2,2,8,8,2,25
KTM,1290,SUPERDUKE GT,,1,,,,,2,1,1,1,1,1,8
KTM,1290,SUPERDUKE R,3,2,5,,5,2,5,3,4,6,7,1,43
KTM,150,EXC,,,,,,,,,,,,1,1
KTM,200,DUKE,,,17,1,9,12,6,9,21,18,10,6,109
KTM,250,EXC,,1,,,3,,,,1,1,1,,7
KTM,250,EXCF,,1,,,,1,,,,,,,2
KTM,300,EXC,,,,,,,,,1,,,,1
KTM,300,EXC 6 DAY,,,,,,1,,,,,,,1
KTM,350,EXCF,,1,,,,2,1,,1,1,1,,7
KTM,350,EXCF 6 DAY,1,,,1,1,,,,,,,2,5
KTM,390,ADVENTURE,,,3,3,16,10,10,11,6,8,13,13,93
KTM,390,DUKE,8,4,7,1,9,9,6,6,12,10,6,13,91
KTM,450,EXC,,,,,,,,,1,,1,,2
KTM,500,EXC,1,2,1,,1,5,2,6,,,5,4,27
KTM,500,EXCF 6 DAY,,1,,,,1,,,1,1,3,2,9
KTM,500 EXC,,,1,,,,,,,,,,,1
KTM,690,ENDURO R,6,2,5,2,3,3,2,3,6,,,3,35
KTM,790,ADVENTURE,3,1,2,,1,1,,2,1,4,2,,17
KTM,790,ADVENTURE R,2,,4,,5,6,8,6,7,2,12,,52
KTM,790,ADVENTURE RALLY,,,,,,2,,2,1,,,,5
KTM,790,DUKE,2,3,2,,,3,,4,13,4,3,4,38
KTM,890,ADVENTURE R,,,,,,,,,,1,,,1
KTM,890,DUKE R,,,,,,4,1,,,3,8,,16
KTM,FREERIDE,250,,,,,,,,1,,,,,1
KTM,RC,390,2,4,,,4,1,1,6,6,9,6,5,44
KYMCO,AGILITY,125,,,1,,,,1,,,,,,2
KYMCO,DOWNTOWN,350,,,,,1,,1,,,,,,2
KYMCO,LIKE,,1,,,,,2,1,1,1,1,,,7
LAMBRETTA,V200,SPECIAL,,,,,,1,,,,,,,1
LAMBRETTA,V200,SPECIAL FLEX,1,1,,,1,,,,,,,,3
MOTO GUZZI,CALIFORNIA,ELDORADO E4,,,1,,,,,1,,,,,2
MOTO GUZZI,CALIFORNIA,TOURING E4,1,1,,,,,,,1,,,,3
MOTO GUZZI,MGX-21,,,,,,,1,,,,,,,1
MOTO GUZZI,V7,CARBON III,,1,,1,1,,,,,,,,3
MOTO GUZZI,V7,III MILANO,,,,,,1,,,1,,,1,3
MOTO GUZZI,V7,III ROUGH,,,,,,,2,1,1,,1,1,6
MOTO GUZZI,V7,RACER 7,,,,,,,,,1,,,,1
MOTO GUZZI,V7,SPECIAL III,,3,,,,1,1,,1,,2,1,9
MOTO GUZZI,V7,STONE III,,,1,,,,,2,,,,,3
MOTO GUZZI,V85,TT,5,2,2,1,,,3,4,3,1,5,1,27
MOTO GUZZI,V85,TT TRAVEL,,,,,,,,,,1,2,1,4
MOTO GUZZI,V9,BOBBER,1,,,,,,,,,,,,1
MOTO GUZZI,V9,BOBBER SPORT,1,,,,1,,2,,,,,,4
MV AGUSTA,BRUTALE,800,,,,,,,,,,,,1,1
MV AGUSTA,DRAGSTER,,,,,,,,,,,,1,,1
MV AGUSTA,DRAGSTER,RR,,,,1,,,,,,1,,,2
MV AGUSTA,F3,675,,,,,,,1,,,,,,1
MV AGUSTA,F3,800 RC,,,,,1,,,,,,,,1
MV AGUSTA,F3,SOLAR BEAM,,,,,1,,,,,,,,1
MV AGUSTA,F4,,,,,1,,,,,,,,,1
MV AGUSTA,TURISMO VELOCE,,,,,,,2,,,,,,,2
NORTON,COMMANDO,961 CAFE RACER MKII,,1,,,,,,,,,,,1
NORTON,COMMANDO,961 SPORT,,,,,,,1,,,,,,1
NORTON,COMMANDO,961 SPORT MK II,,1,,,,,,,,,,,1
PEUGEOT,BELVILLE,200,,,,,,,,,1,,1,,2
PEUGEOT,DJANGO,,1,,,,,,,,,,2,,3
PEUGEOT,TWEET,,,,,,,,,,,,2,,2
PGO,T REX,150,,,,,,,,1,,,,,1
PIAGGIO,APE,400 CLASSIC,,1,,,,1,,,,,,,2
PIAGGIO,BEVERLY 350,SPORT TOURING ABS,,,,,2,,,,,,,,2
PIAGGIO,FLY,150,2,,,,,1,,,1,,,,4
PIAGGIO,MEDLEY,150,1,,,,,,2,,3,1,,2,9
PIAGGIO,ZIP,100 4T,,,,,,1,,,,,1,,2
ROYAL ALLOY,GP300S,,,,,,,,,1,,,1,,2
ROYAL ENFIELD,BULLET,,,1,,,,2,1,,1,,,,5
ROYAL ENFIELD,CLASSIC,,7,4,8,,12,11,8,7,10,8,2,3,80
ROYAL ENFIELD,CONTINENTAL,GT 650,4,3,3,,5,4,3,5,,6,8,5,46
ROYAL ENFIELD,HIMALAYAN,,4,1,1,,2,1,1,,1,,1,,12
ROYAL ENFIELD,HIMALAYAN,ABS,9,1,7,,9,5,9,7,11,3,20,2,83
ROYAL ENFIELD,INTERCEPTOR,650,8,10,7,1,11,6,5,5,9,16,19,10,107
ROYAL ENFIELD,UMI BULLET,TRIALS 500,2,1,1,,1,1,,,1,1,,1,9
SACHS,FY125T-13A,AMICI 125,,,,,,1,,,,,,1,2
SCOMADI,TURISMO LEGGERA,TL200,1,,,,,,2,,1,1,,,5
SHERCO,500,SEF FACTORY,,,,,,,,,1,,,,1
SUZUKI,AN125,HKL0,,,,,,,,,,1,,,1
SUZUKI,AN400,AL0 BURGMAN,,,,,,,,,,,1,,1
SUZUKI,DL1000,A V-STROM 1000 ABS,2,1,,,1,,2,2,1,4,2,,15
SUZUKI,DL1000,XA V-STROM 1000X ABS,3,2,1,,3,1,,1,2,1,1,,15
SUZUKI,DL1050,RCM0 V-STROM 1050XT,,,,,3,,9,3,3,2,3,4,27
SUZUKI,DL1050,RQM0 V-STROM 1050,,,,,,,1,,1,1,2,,5
SUZUKI,DL250A,V-STROM 250A,1,,,,,,,,,1,,,2
SUZUKI,DL650A,V-STROM 650 ABS,4,2,1,1,3,3,3,2,5,2,3,4,33
SUZUKI,DL650A,V-STROM 650A,1,,,,,,,,,,,,1
SUZUKI,DL650AUE,V-STROM 650AU LAMS,,,3,,1,,1,3,5,2,3,1,19
SUZUKI,DL650XA,V-STROM 650XT ABS,2,,,1,1,1,1,,,6,2,1,15
SUZUKI,DR200S,,1,1,,,,,,1,2,1,1,,7
SUZUKI,DR650SE,,5,4,12,1,26,14,10,30,26,20,27,16,191
SUZUKI,DR-Z250,,1,,,,2,1,3,2,5,2,,1,17
SUZUKI,DR-Z400E,,3,1,1,,1,,2,2,7,8,7,5,37
SUZUKI,DR-Z400SM,SUPER MOTARD,5,2,4,1,4,2,5,1,7,2,9,9,51
SUZUKI,GN,125,,,,,,,,,,,1,,1
SUZUKI,GN125H,,16,2,2,,4,8,5,10,5,11,7,11,81
SUZUKI,GSX1300RA,HAYABUSA,1,2,1,,1,,,,,2,1,2,10
SUZUKI,GSX150,DF GIXXER,,,,,,,,,,,,1,1
SUZUKI,GSX150,DXA GIXXER,9,12,4,,3,5,4,2,6,2,6,4,57
SUZUKI,GSX150,FDZA GIXXER,19,19,9,1,8,12,16,12,13,11,11,4,135
SUZUKI,GSX250,RA,,,,,,,,,,1,,,1
SUZUKI,GSX250,RZA,1,1,1,,,,,,2,,,,5
SUZUKI,GSX250FRLL9,,,1,8,,11,11,9,10,17,18,20,15,120
SUZUKI,GSX250FRLZL9,,,,5,2,8,5,16,8,6,2,7,14,73
SUZUKI,GSX250RLL9,,,1,,,6,7,7,6,2,3,1,,33
SUZUKI,GSX-R1000A,ABS,,1,,,,,1,4,,2,,,8
SUZUKI,GSX-R1000RA,ABS,,,,,1,,1,,,,,1,3
SUZUKI,GSX-R1000RZA,ABS,,,,,,,,,,,,1,1
SUZUKI,GSX-R750,,,,,,,,,,,,,2,2
SUZUKI,GSX-S1000FA,ABS,1,,,,,,,,1,,,,2
SUZUKI,GSX-S1000FYA,ABS,,,,,,,,,,1,2,,3
SUZUKI,GSX-S1000FZA,ABS,,3,,,,2,1,,,1,,,7
SUZUKI,GSX-S1000SRQ,KATANA,,,,,1,1,,1,1,1,1,4,10
SUZUKI,GSX-S1000Y,ABS,1,,,,,,,,1,,,,2
SUZUKI,GSX-S1000ZA,ABS,,,,,1,,1,,1,4,2,7,16
SUZUKI,GSX-S750,ZA ABS,,1,,,1,1,,1,1,4,,1,10
SUZUKI,GW250Z,INAZUMA,,,,,,,,1,,1,,,2
SUZUKI,LS650,B BOULEVARD S40B,2,3,1,,2,,4,,2,3,2,2,21
SUZUKI,RMZ,,,,,,,,,,,1,,,1
SUZUKI,SV650,XA ABS,2,,,1,,1,,,,,,,4
SUZUKI,SV650,XAU ABS LAMS,1,1,2,1,,,,,,1,,,6
SUZUKI,SV650A,ABS,2,6,1,,2,3,1,3,2,7,4,,31
SUZUKI,SV650AU,ABS LAMS,3,19,7,2,5,4,,1,11,8,5,6,71
SUZUKI,TU250X,,,,,,1,,,,,,,,1
SUZUKI,UH,BURGMAN 200A,,,1,,,1,,,,,,,2
SUZUKI,UK,110NE,10,9,7,2,6,2,6,,4,9,11,9,75
SUZUKI,UZ50,,,,,,,,,,,2,,,2
SUZUKI,VL1500B,BOULEVARD C90B,2,,,,,1,1,,1,1,,,6
SUZUKI,VL250,K1,,,,,,,,,,,1,,1
SUZUKI,VZR1800,BOULEVARD M109R,,,,,,,,,,1,2,,3
SUZUKI,VZR1800,BZ BOULEVARD M109R,1,,1,,,,,1,,1,5,,9
SWM,GRAN MILANO,440,,,,,,,,1,,1,,,2
SWM,GRAN TURISMO,440,,,,,,,,,,1,,,1
SWM,RS,650 R,1,,,,,,,,,,,,1
SWM,SILVER VASE,440,,1,,,,,,,,,,,1
SWM,SM,650 R,,,,,,,,,,,,1,1
SWM,SUPER DUAL,650T,1,,,,,,,,,,,,1
SWM,SUPER DUAL,650X,,,,,,,,,1,,,,1
SYM,GTS,300I,,,,,2,,,,,,,,2
SYM,JET4,150,,1,,,,,,,1,,,,2
TRIUMPH,BONNEVILLE BOBBER,1200 DV,,,1,,,1,3,,1,2,2,1,11
TRIUMPH,BONNEVILLE BOBBER,1200 DVX,2,1,1,,1,1,2,1,1,1,2,1,14
TRIUMPH,BONNEVILLE BOBBER,TFC 1200 DVY,,,,,,,3,2,1,1,,,7
TRIUMPH,BONNEVILLE T100,ABS 900 DB2,2,1,,,2,,2,1,,1,2,2,13
TRIUMPH,BONNEVILLE T100,BLACK ABS 900 DA2,1,,,,,,,,,1,,,2
TRIUMPH,BONNEVILLE T100,MR 50TH ANNIVERSARY,,,,,1,,,,,,,,1
TRIUMPH,BONNEVILLE T120,ABS B1 1200 DU,3,1,3,,2,3,1,,,1,1,2,17
TRIUMPH,BONNEVILLE T120,ABS B1 1200 DUY,,1,,,,,,,1,,,,2
TRIUMPH,BONNEVILLE T120,BUD EKINS 1200 D72,,,,,2,1,,,,,,,3
TRIUMPH,DAYTONA MOTO2,765 LIMITED EDITION,,,,,,6,1,2,1,3,,,13
TRIUMPH,ROCKET,3 GT YJ1,8,3,1,,,1,,8,,9,6,3,39
TRIUMPH,ROCKET,3 R YK1,14,3,6,,4,3,1,2,1,5,4,1,44
TRIUMPH,ROCKET,3 TFC YL1,6,1,,,1,,,,,,,,8
TRIUMPH,SCRAMBLER,1200 XC DS1,,1,,1,,1,,3,1,2,,1,10
TRIUMPH,SCRAMBLER,1200 XE DSX,3,2,1,,2,1,,,1,,,1,11
TRIUMPH,SCRAMBLER 1200,D71 BOND EDITION,,,,,,,,1,2,,,,3
TRIUMPH,SPEED TRIPLE,RS NN6,1,3,1,,,3,1,1,1,1,1,,13
TRIUMPH,SPEED TRIPLE,S NN5,,,,,,2,1,,,,1,,4
TRIUMPH,SPEED TWIN,1200 DD2,6,1,,,5,2,2,2,2,2,4,7,33
TRIUMPH,SPEEDMASTER,1200 DW,1,4,3,,2,2,3,1,3,3,4,3,29
TRIUMPH,STREET CUP,ABS B1 900 DZA,1,,,,,,,,2,,,,3
TRIUMPH,STREET SCRAMBLER,900 DC,1,,,,,,,,,,,,1
TRIUMPH,STREET SCRAMBLER,900 DC3,1,,1,,,1,,,2,,,1,6
TRIUMPH,STREET TRIPLE,R HD2,3,1,1,,2,,1,2,,,1,,11
TRIUMPH,STREET TRIPLE,R HG7,,,,,1,,,,2,,,2,5
TRIUMPH,STREET TRIPLE,R LRH HH7,,,,,,1,,,1,,1,2,5
TRIUMPH,STREET TRIPLE,RS,8,4,1,,3,6,1,,1,1,4,,29
TRIUMPH,STREET TRIPLE,RS HD6,2,2,,,1,,,,,,,1,6
TRIUMPH,STREET TRIPLE,S,,,,,1,,,,,,,,1
TRIUMPH,STREET TRIPLE,S LAM,7,2,2,,5,2,5,5,5,3,2,3,41
TRIUMPH,STREET TWIN,900 DP3,2,1,1,,,,1,1,2,,2,1,11
TRIUMPH,STREET TWIN,ABS 900 DP2,,1,,,,,,,,,,,1
TRIUMPH,THRUXTON,ABS B1 1200 DE,,,1,,,,,,,,,,1
TRIUMPH,THRUXTON,R ABS B1 1200 DE2,,1,,,,4,1,1,1,2,1,,11
TRIUMPH,THRUXTON,RS 1200 DF4,,,,,,,,1,3,,1,1,6
TRIUMPH,TIGER,1200 XCA VS3,,,,,1,,,,,1,,,2
TRIUMPH,TIGER,800XCA CS3,,2,,,1,,,1,,,,,4
TRIUMPH,TIGER,800XCX CN3,1,1,,,,1,,,,,,,3
TRIUMPH,TIGER,800XR CG3,1,,,,,,,,,,,,1
TRIUMPH,TIGER,800XRT CR3,1,1,,,,,,,,,,1,3
TRIUMPH,TIGER,800XRX CM3,4,1,,,,,,,,,,,5
TRIUMPH,TIGER,800XRX CT3,,1,,,,,,,,,,,1
TRIUMPH,TIGER,900 GT PRO CR7,,,,,3,1,1,2,2,1,3,,13
TRIUMPH,TIGER,900 RALLY PRO CS7,,,,,3,1,1,4,,,1,1,11
TRIUMPH,TIGER,EXPLORER XRX VM2,,,,,,,1,,,1,,,2
TRIUMPH,TIGER,SPORT ABS A2 NH3,2,1,,1,,1,,,,,,,5
TRIUMPH,TIGER,XRT VR3,1,3,,,,,,,,1,1,1,7
TRIUMPH,TIGER 1200,XCX VN3,,1,,,,,1,,,,,,2
TRIUMPH,TIGER 1200,XR VG3,,,1,,,2,,,,1,1,,
TRIUMPH,TIGER 1200,XRX VM3,,1,,,,,,,,,,,
TRIUMPH,TIGER 900,GT CM7,,,,,,,,,1,3,1,2,
TRIUMPH,TIGER 900,GT LOW CT7,,,,,,,1,,,,2,,1
TRIUMPH,TIGER 900,RALLY CN7,,,,,,,,,,1,1,,
URAL,RANGER,GEAR UP,,1,,,,,,,,,,,
VESPA,946,,,1,,,,,,,,,,,
VESPA,GTS,150LC,,1,5,,,3,2,2,2,4,3,2,2
VESPA,GTS,300 RACING SIXTIES,,,,,,,,,,5,3,,1
VESPA,GTS,300 SUPER ABS,,2,2,3,,1,,1,1,2,2,,
VESPA,GTS,300 SUPER TECH,,6,9,4,,5,,3,1,3,1,1,4
VESPA,GTS,300 SUPERSPORT ABS,,2,2,4,,,3,3,3,3,2,3,3
VESPA,GTS,300 SUPERSPORT HPE,,,,,,,,,3,,4,1,2
VESPA,GTS,300 TOURING,,,1,,,,2,1,,,1,1,2
VESPA,GTV,300,SEI GIORNI,,,,,1,1,,,1,1,1,
VESPA,PRIMAVERA,150 IGET,,4,3,6,1,3,1,2,1,4,3,1,5
VESPA,SPRINT,150 IGET,,6,3,1,,,1,2,1,7,4,4,6
YAMAHA,AG125,K,,,1,1,,,,,,,,,
YAMAHA,AG125,L,,,,,,,1,,,,,1,
YAMAHA,CZD300A,K,,2,1,1,,2,2,,2,1,,,1
YAMAHA,CZD300A,L,,,,,,,1,2,1,,,2,1
YAMAHA,FJR1300,AEJ,,,,,,,1,,,1,1,,2
YAMAHA,FJR1300,APK,,1,,,,,,,,,,,
YAMAHA,GPD,150AH,,,,,,,,,,1,,,
YAMAHA,GPD150A,K,,2,1,4,,,2,2,,2,2,3,1
YAMAHA,MT-03,LAH,,,,,,,,1,,,,,
YAMAHA,MT-03,LAJ,,2,1,1,,,,1,,,,,
YAMAHA,MT03LA,K,,17,17,4,,3,3,2,1,,,,
YAMAHA,MT03LA,L,,,,11,,12,11,8,8,13,10,11,23
YAMAHA,MT-07,LAJ,,2,,,,,1,,1,,,1,
YAMAHA,MT07HO,AL,,1,1,,,1,,1,1,,2,1,2
YAMAHA,MT07LA,K,,8,9,4,,6,7,4,3,1,5,1,2
YAMAHA,MT07LA,L,,,,,,,,5,2,10,6,15,10
YAMAHA,MT-09,AJ,,2,,,,,,,,,,,
YAMAHA,MT-09,TRAK,,,,,,,,,,,1,,1
YAMAHA,MT-09,TRAPK,,1,,,,,,,,,,,
YAMAHA,MT-09,TRASP,,,1,,,,,,1,1,,,
YAMAHA,MT09A,K,,,1,,,,,,,,,,
YAMAHA,MT09A,LC,,2,4,2,,4,1,2,2,2,3,1,4
YAMAHA,MT09A,SPK,,6,2,2,,3,,1,2,1,1,2,1
YAMAHA,MT09A,SPL,,,,,,,,,,3,7,5,
YAMAHA,MT09TRASP,K,1,2,,,1,1,2,1,3,,,1,12
YAMAHA,MT09TRASP,L,,,,,,,,,,3,2,1,6
YAMAHA,MT-10,AJ,1,1,,,,,,,,1,1,,4
YAMAHA,MT-10,AK,,,,,,,,,1,,,,1
YAMAHA,MT10ASP,K,,1,2,,,,,,,,,2,5
YAMAHA,MT10ASP,L,,,,,,3,,1,1,1,1,,7
YAMAHA,MTM660LA,K,,1,2,,1,4,1,3,2,,,,14
YAMAHA,MTM660LA,L,,,,,,,,,1,2,1,5,9
YAMAHA,MTM850A,K,5,1,1,,3,1,1,,1,,,,13
YAMAHA,MTM850A,L,,,,,3,,1,,1,1,1,,7
YAMAHA,MTM850A,M,,,,,,,,,,,1,1,2
YAMAHA,MTM850A,SPM,,,,,,,,,,,1,2,3
YAMAHA,MTT,660LAH,,,1,,,,,,,,,,1
YAMAHA,TW200,K,1,1,,,,1,2,1,2,,3,3,14
YAMAHA,WR,250RH,,1,,,,,,,,,,,1
YAMAHA,WR,450FB,,,,,,,,,,,1,,1
YAMAHA,WR,450FF,,,,,,1,,,,,,,1
YAMAHA,WR,450FK,,,1,,,,1,,,,,,2
YAMAHA,WR250,FJ,,1,,,1,,,,1,,,,3
YAMAHA,WR250,RJ,1,,,,,,1,,,,1,1,4
YAMAHA,WR250F,L,,1,,,,,,2,2,2,,,7
YAMAHA,WR250F,M,,,,,,,,,,,,1,1
YAMAHA,WR250R,K,,,,,,,,,1,,1,,2
YAMAHA,WR250R,L,1,2,,,2,2,,1,,2,2,2,14
YAMAHA,WR450F,LC,1,,1,,2,1,,1,5,3,1,1,16
YAMAHA,XC,115SF,,1,,,,1,,,,,,,2
YAMAHA,XP560E,L,,,,,2,1,,,1,,,,4
YAMAHA,XT1200,ZEH,,,,,,2,1,,1,,,,4
YAMAHA,XT250,G,,,,,1,,,,,,,,1
YAMAHA,XT250J,TRAIL BIKE,,,,,,,,,,,1,1,2
YAMAHA,XT250L,TRAIL BIKE,,,1,,1,2,3,,2,3,,1,13
YAMAHA,XTZ690,L,54,34,7,,7,10,12,19,17,17,18,8,203
YAMAHA,XV250,K,,2,,,,1,,,,1,,,4
YAMAHA,XV250,L,,,1,,,,1,,1,2,1,1,7
YAMAHA,XVS,950CRF,,,,,,,,,1,1,1,2,5
YAMAHA,XVS650A,J,1,4,1,,,5,4,3,4,4,1,,27
YAMAHA,XVS650J,ROAD DRAGSTAR,4,4,3,2,7,4,2,1,,1,,,28
YAMAHA,XVS950,CUE,1,1,,,,,,,,,,,2
YAMAHA,XVS950,CUG,,,,,,,2,,,1,,,3
YAMAHA,XVS950CUSP,K,,,,,,,1,,,2,1,2,6
YAMAHA,YS125A,L,1,,1,,,,1,1,1,1,3,1,10
YAMAHA,YW125,F,,,,,,,,,,,,1,1
YAMAHA,YZF,R1 J,,1,1,,,,,,,,,,2
YAMAHA,YZF,R15G,,1,,,,,,,,,,,1
YAMAHA,YZF,R1G,,,,,,,,,1,,,,1
YAMAHA,YZF,R1H,1,1,1,,,,,,,,,,3
YAMAHA,YZF,-R1M,,,,,,,,,,,2,,2
YAMAHA,YZF,R1MJ,,1,,,,,,,,,,,1
YAMAHA,YZF,R1MM,,,,,,,,,,,,2,2
YAMAHA,YZF,R3 AJ2,,,1,,,,,,,,,,1
YAMAHA,YZF,R3AF,,,1,,,,,,,,,,1
YAMAHA,YZF-R15,H,,,,,,,,1,,,,,1
YAMAHA,YZF-R15,L,1,,,,1,1,,1,3,2,1,5,15
YAMAHA,YZF-R1K,YZF-R1,1,3,,,,,,,,,,,4
YAMAHA,YZF-R1M,K,,,2,,,,,,,,1,,3
YAMAHA,YZF-R3A,K,1,,,,,1,,,,,,,2
YAMAHA,YZF-R3A,L,17,7,9,,7,7,6,15,18,28,17,19,150
YAMAHA,YZF-R3A,SPL,2,3,5,,,2,1,,3,1,,,17
YAMAHA,YZF-R6,K,2,,,,,,,,1,,,,3
YAMAHA,YZF-R6L,Sports Bike,,1,,,1,1,,,1,,,1,5
YAMAHA,YZF-R6Z,,,,1,,,,,,,,,,1
ZONTES,ZT310,X,,,,,1,,,,,,,,1
Total,,,766,607,466,70,545,579,534,581,797,775,767,621,7108